success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
,html-keyboard-response,60,117687,0.0-14.0-1.0-0.6,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,61,118255,0.0-14.0-1.0-1.6,HELLOOO_qwf214zlvamxncu,566.9000000003725,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(255,0,0);"">Red</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowleft,,,,,,,,practice trial,Con,ArrowLeft,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,62,118663,0.0-14.0-1.0-2.6,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Correct!</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,html-keyboard-response,63,120164,0.0-14.0-1.0-0.7,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,64,120724,0.0-14.0-1.0-1.7,HELLOOO_qwf214zlvamxncu,559,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(0,0,255);"">Blue</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowright,,,,,,,,practice trial,Con,ArrowRight,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,65,121125,0.0-14.0-1.0-2.7,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Correct!</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,html-keyboard-response,66,123127,0.0-14.0-1.0-0.8,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">+</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,fixation,,,,,
,html-keyboard-response,67,123830,0.0-14.0-1.0-1.8,HELLOOO_qwf214zlvamxncu,701.5,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;""><p class=""stimulus"" style=""color:rgb(255,0,0);"">Green</p></div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",arrowleft,,,,,,,,practice trial,Incon,ArrowLeft,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,68,124236,0.0-14.0-1.0-2.8,HELLOOO_qwf214zlvamxncu,,"<table border=""0"" width=""600""><tr height=""250""><td></td></tr><tr height=""250""><td><div style=""font-size:60px;"">Correct!</div></td></tr><tr height=""250""><td valign=""bottom""><img src=""../../assets/images/on_trial.png"" width = ""500""></td></tr></table>",,,,,,,,,,,,,,
,instructions,69,125837,0.0-15.0,HELLOOO_qwf214zlvamxncu,1600.2999999988824,,,,,,,,,[object Object],,,,,,
,html-keyboard-response,70,126092,0.0-16.0-0.0,HELLOOO_qwf214zlvamxncu,,"<div style=""font-size:60px;"">+</div><p><p>",,,,,,,,,fixation,,,,,
