success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
,html-keyboard-response,107,181107,0.0-24.0-0.3,HELLOOO_qwf214zlvamxncu,70.5,"<div style = ""margin-top:97px ; margin-left:681px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,108,183119,0.0-24.0-0.4,HELLOOO_qwf214zlvamxncu,920.3999999985099,"<div style = ""margin-top:282px ; margin-left:-957px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,109,185142,0.0-24.0-0.5,HELLOOO_qwf214zlvamxncu,595.5999999996275,"<div style = ""margin-top:-52px ; margin-left:85px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,110,187152,0.0-24.0-0.6,HELLOOO_qwf214zlvamxncu,301.19999999925494,"<div style = ""margin-top:-35px ; margin-left:465px"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,111,189173,0.0-24.0-0.7,HELLOOO_qwf214zlvamxncu,,"<div style = ""margin-top:-140px ; margin-left:14px"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,112,191186,0.0-24.0-0.8,HELLOOO_qwf214zlvamxncu,,"<div style = ""margin-top:62px ; margin-left:718px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,113,193228,0.0-24.0-0.9,HELLOOO_qwf214zlvamxncu,157.59999999962747,"<div style = ""margin-top:189px ; margin-left:620px"" ><span style=""font-size: 96px;"">Z</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,114,195250,0.0-24.0-0.10,HELLOOO_qwf214zlvamxncu,834.9000000003725,"<div style = ""margin-top:119px ; margin-left:-953px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,115,197262,0.0-24.0-0.11,HELLOOO_qwf214zlvamxncu,973.1999999992549,"<div style = ""margin-top:-203px ; margin-left:162px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,116,199285,0.0-24.0-0.12,HELLOOO_qwf214zlvamxncu,827.5999999996275,"<div style = ""margin-top:231px ; margin-left:-929px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,117,201303,0.0-24.0-0.13,HELLOOO_qwf214zlvamxncu,268.7000000011176,"<div style = ""margin-top:-170px ; margin-left:-642px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,118,203317,0.0-24.0-0.14,HELLOOO_qwf214zlvamxncu,246,"<div style = ""margin-top:-342px ; margin-left:-109px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,119,205343,0.0-24.0-0.15,HELLOOO_qwf214zlvamxncu,458.09999999962747,"<div style = ""margin-top:-366px ; margin-left:-61px"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,120,207365,0.0-24.0-0.16,HELLOOO_qwf214zlvamxncu,349.7000000011176,"<div style = ""margin-top:106px ; margin-left:342px"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,121,209379,0.0-24.0-0.17,HELLOOO_qwf214zlvamxncu,519.9000000003725,"<div style = ""margin-top:125px ; margin-left:-306px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,122,211403,0.0-24.0-0.18,HELLOOO_qwf214zlvamxncu,363.40000000037253,"<div style = ""margin-top:-365px ; margin-left:-619px"" ><span style=""font-size: 96px;"">C</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,123,213424,0.0-24.0-0.19,HELLOOO_qwf214zlvamxncu,281.30000000074506,"<div style = ""margin-top:-139px ; margin-left:-929px"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],false
,html-keyboard-response,124,215578,0.0-25.0,HELLOOO_qwf214zlvamxncu,1651.6000000014901,<div style='width:800px;'><p>All done!</p><p>You correctly identified 7 of the 8 matching items.</p><p>You incorrectly identified 9 of the 11 non-matching items as matches.</p><p>Please press any key to proceed,enter,,,,,,,,,,,,,
,html-button-response,125,217241,0.0-26.0,HELLOOO_qwf214zlvamxncu,1662.5,"<div style=""width: 800px;""><p>Please continue to head towards the last task of the study </p></div>",0,,,,,,,,,,,,,
,html-button-response,126,218367,0.0-27.0,HELLOOO_qwf214zlvamxncu,1125.3999999985099,"<div style=""width: 800px; padding: 50px; border-radius: 10px ;background-color: #cfffc1""><p style=""font-size:20px"">Welcome to the Task 3:</p><h1>Trail-Making Task</h1>",0,,,,,,,,,,,,,
,html-button-response,127,219375,0.0-28.0,HELLOOO_qwf214zlvamxncu,1007.5999999996275,"<div style=""width: 800px;border: thin solid #65dc7f ; border-radius: 10px ;"">
    	<ul>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">    On the next screen you will see bubbles with a character written in them.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">Click on the bubbles starting from 1.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">You need to make the trail pattern 1-A-2-B-3-C-4-D.......</li>

    	</ul></div>",0,,,,,,,,,,,,,
,serial-reaction-time-mouse,128,221723,0.0-29.0-0.0,HELLOOO_qwf214zlvamxncu,2344.7999999988824,,"1,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,129,227751,0.0-29.0-0.1,HELLOOO_qwf214zlvamxncu,6025.200000001118,,"9,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,130,229773,0.0-29.0-0.2,HELLOOO_qwf214zlvamxncu,2020,,"6,7",,,,,,,,,,,,,true
,serial-reaction-time-mouse,131,232129,0.0-29.0-0.3,HELLOOO_qwf214zlvamxncu,2353.800000000745,,"2,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,132,237320,0.0-29.0-0.4,HELLOOO_qwf214zlvamxncu,5187.5999999996275,,"0,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,133,239872,0.0-29.0-0.5,HELLOOO_qwf214zlvamxncu,2549.300000000745,,"9,16",,,,,,,,,,,,,true
,serial-reaction-time-mouse,134,241319,0.0-29.0-0.6,HELLOOO_qwf214zlvamxncu,1444,,"2,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,135,251221,0.0-29.0-0.7,HELLOOO_qwf214zlvamxncu,9899.400000000373,,"3,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,136,252886,0.0-29.0-0.8,HELLOOO_qwf214zlvamxncu,1661.9000000003725,,"4,13",,,,,,,,,,,,,true
,serial-reaction-time-mouse,137,254589,0.0-29.0-0.9,HELLOOO_qwf214zlvamxncu,1701.2999999988824,,"1,6",,,,,,,,,,,,,true
,serial-reaction-time-mouse,138,259768,0.0-29.0-0.10,HELLOOO_qwf214zlvamxncu,5175.800000000745,,"0,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,139,263168,0.0-29.0-0.11,HELLOOO_qwf214zlvamxncu,3396.5999999996275,,"8,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,140,264159,0.0-29.0-0.12,HELLOOO_qwf214zlvamxncu,988.5999999996275,,"4,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,141,266477,0.0-29.0-0.13,HELLOOO_qwf214zlvamxncu,2315.2000000011176,,"7,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,142,268448,0.0-29.0-0.14,HELLOOO_qwf214zlvamxncu,1968.7999999988824,,"6,6",,,,,,,,,,,,,true
,serial-reaction-time-mouse,143,270801,0.0-29.0-0.15,HELLOOO_qwf214zlvamxncu,2351.10000000149,,"5,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,144,273816,0.0-29.0-0.16,HELLOOO_qwf214zlvamxncu,3012.2000000011176,,"1,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,145,283858,0.0-29.0-0.17,HELLOOO_qwf214zlvamxncu,10039.5,,"5,7",,,,,,,,,,,,,true
,serial-reaction-time-mouse,146,288335,0.0-29.0-0.18,HELLOOO_qwf214zlvamxncu,4474.0999999996275,,"3,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,147,289622,0.0-29.0-0.19,HELLOOO_qwf214zlvamxncu,1283.9000000003725,,"3,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,148,290542,0.0-29.0-0.20,HELLOOO_qwf214zlvamxncu,917.4000000003725,,"8,9",,,,,,,,,,,,,true
,serial-reaction-time-mouse,149,291143,0.0-29.0-0.21,HELLOOO_qwf214zlvamxncu,599,,"6,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,150,292304,0.0-29.0-0.22,HELLOOO_qwf214zlvamxncu,1158.5,,"7,17",,,,,,,,,,,,,true
,serial-reaction-time-mouse,151,293407,0.0-29.0-0.23,HELLOOO_qwf214zlvamxncu,1100.2999999988824,,"4,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,152,295073,0.0-29.0-0.24,HELLOOO_qwf214zlvamxncu,1662.800000000745,,"2,17",,,,,,,,,,,,,true
,serial-reaction-time-mouse,153,297234,0.0-29.0-0.25,HELLOOO_qwf214zlvamxncu,2158.800000000745,,"0,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,154,298200,0.0-29.0-0.26,HELLOOO_qwf214zlvamxncu,963.8000000007451,,"5,6",,,,,,,,,,,,,true
,serial-reaction-time-mouse,155,298936,0.0-29.0-0.27,HELLOOO_qwf214zlvamxncu,733.5,,"8,18",,,,,,,,,,,,,true
,serial-reaction-time-mouse,156,299813,0.0-29.0-0.28,HELLOOO_qwf214zlvamxncu,874.4000000003725,,"7,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,157,300379,0.0-29.0-0.29,HELLOOO_qwf214zlvamxncu,563.8000000007451,,"9,8",,,,,,,,,,,,,true
,html-keyboard-response,158,302090,0.0-30.0,HELLOOO_qwf214zlvamxncu,1710.2000000011176,Thank you. Press any key to end the experiment.,enter,,,,,,,,,,,,,
